pair_id,set,preset,kind,present,x,y,theta,scale,search_path,reference_path,severity_level,v1_peak,v1_margin,v1_error,v2_error,attempts
p157,C,dram_dense,dram,0,0.0,0.0,0.0,0.0,search/p157.png,reference/p157.png,0,1.0,1.0,0.0,0.0,1
p158,C,dram_loose,dram,0,0.0,0.0,0.0,0.0,search/p158.png,reference/p158.png,0,1.0,1.0,0.0,0.0,1
p159,C,dram_wide,dram,0,0.0,0.0,0.0,0.0,search/p159.png,reference/p159.png,0,1.0,1.0,0.0,0.0,1
p160,C,dram_compact,dram,0,0.0,0.0,0.0,0.0,search/p160.png,reference/p160.png,0,1.0,1.0,0.0,0.0,1
p161,C,dram_legacy,dram,0,0.0,0.0,0.0,0.0,search/p161.png,reference/p161.png,0,1.0,1.0,0.0,0.0,1
p162,C,finfet_10nm,finfet,0,0.0,0.0,0.0,0.0,search/p162.png,reference/p162.png,0,1.0,1.0,0.0,0.0,1
p163,C,finfet_7nm,finfet,0,0.0,0.0,0.0,0.0,search/p163.png,reference/p163.png,0,1.0,1.0,0.0,0.0,1
p164,C,finfet_14nm,finfet,0,0.0,0.0,0.0,0.0,search/p164.png,reference/p164.png,0,1.0,1.0,0.0,0.0,1
p165,C,finfet_22nm,finfet,0,0.0,0.0,0.0,0.0,search/p165.png,reference/p165.png,0,1.0,1.0,0.0,0.0,1
p166,C,finfet_28nm,finfet,0,0.0,0.0,0.0,0.0,search/p166.png,reference/p166.png,0,1.0,1.0,0.0,0.0,1
p167,C,finfet_45nm,finfet,0,0.0,0.0,0.0,0.0,search/p167.png,reference/p167.png,0,1.0,1.0,0.0,0.0,1
p168,C,dram_1x,dram,0,0.0,0.0,0.0,0.0,search/p168.png,reference/p168.png,0,1.0,1.0,0.0,0.0,1
p169,C,dram_dense,dram,0,0.0,0.0,0.0,0.0,search/p169.png,reference/p169.png,0,1.0,1.0,0.0,0.0,1
p170,C,dram_loose,dram,0,0.0,0.0,0.0,0.0,search/p170.png,reference/p170.png,0,1.0,1.0,0.0,0.0,1
p171,C,dram_wide,dram,0,0.0,0.0,0.0,0.0,search/p171.png,reference/p171.png,0,1.0,1.0,0.0,0.0,1
p172,C,dram_compact,dram,0,0.0,0.0,0.0,0.0,search/p172.png,reference/p172.png,0,1.0,1.0,0.0,0.0,1
p173,C,dram_legacy,dram,0,0.0,0.0,0.0,0.0,search/p173.png,reference/p173.png,0,1.0,1.0,0.0,0.0,1
p174,C,finfet_10nm,finfet,0,0.0,0.0,0.0,0.0,search/p174.png,reference/p174.png,0,1.0,1.0,0.0,0.0,1
p175,C,finfet_7nm,finfet,0,0.0,0.0,0.0,0.0,search/p175.png,reference/p175.png,0,1.0,1.0,0.0,0.0,1
p176,C,finfet_14nm,finfet,0,0.0,0.0,0.0,0.0,search/p176.png,reference/p176.png,0,1.0,1.0,0.0,0.0,1
p177,C,finfet_22nm,finfet,0,0.0,0.0,0.0,0.0,search/p177.png,reference/p177.png,0,1.0,1.0,0.0,0.0,1
p178,C,finfet_28nm,finfet,0,0.0,0.0,0.0,0.0,search/p178.png,reference/p178.png,0,1.0,1.0,0.0,0.0,1
p179,C,finfet_45nm,finfet,0,0.0,0.0,0.0,0.0,search/p179.png,reference/p179.png,0,1.0,1.0,0.0,0.0,1
p180,D,dram_1x,dram,1,261.4738,559.9058,2.48,10.07,search/p180.png,reference/p180.png,0,0.5595644116401672,0.17943602800369263,0.4830735761765323,0.4830735761765323,1
p181,D,dram_dense,dram,1,613.2652,298.2863,-0.26,9.26,search/p181.png,reference/p181.png,0,0.8315445184707642,0.27830058336257935,0.3174881572594227,0.3174881572594227,7
p182,D,dram_loose,dram,1,587.0354,702.273,3.17,11.57,search/p182.png,reference/p182.png,0,0.6669147610664368,0.06654638051986694,0.517090088862672,0.517090088862672,10
p183,D,dram_wide,dram,1,595.5571,295.7864,3.82,9.24,search/p183.png,reference/p183.png,0,0.7372169494628906,0.24813571572303772,0.2920365901732305,0.2920365901732305,5
p184,D,dram_compact,dram,1,268.1019,291.0505,1.82,9.59,search/p184.png,reference/p184.png,0,0.738886833190918,0.23471516370773315,0.6793628338377063,0.6793628338377063,3
p185,D,dram_legacy,dram,1,495.1048,489.6999,-0.98,10.85,search/p185.png,reference/p185.png,0,0.6792120337486267,0.26185092329978943,0.4428804014629642,0.4428804014629642,4
p186,D,finfet_10nm,finfet,1,458.0553,459.4141,-0.35,11.31,search/p186.png,reference/p186.png,0,0.47455117106437683,0.14481782913208008,0.4529204124346871,0.4529204124346871,1
p187,D,finfet_7nm,finfet,1,443.0916,680.8033,4.37,11.84,search/p187.png,reference/p187.png,0,0.583350419998169,0.23202365636825562,0.5087056614585674,0.5087056614585674,4
p188,D,finfet_14nm,finfet,1,448.6092,450.6263,4.08,11.6,search/p188.png,reference/p188.png,0,0.42217299342155457,0.08064547181129456,0.16696206155890894,0.16696206155890894,2
p189,D,finfet_22nm,finfet,1,333.3214,334.9945,1.48,8.59,search/p189.png,reference/p189.png,0,0.7823304533958435,0.36888590455055237,0.5257644054137008,0.5257644054137008,4
p190,D,finfet_28nm,finfet,1,748.8745,483.4566,0.29,10.96,search/p190.png,reference/p190.png,0,0.47346407175064087,0.07365494966506958,0.4735333251208188,0.4735333251208188,5
p191,D,finfet_45nm,finfet,1,543.9569,538.7301,-2.99,10.12,search/p191.png,reference/p191.png,0,0.6743106842041016,0.1943238377571106,0.27331962973778906,0.27331962973778906,8
p192,D,dram_1x,dram,1,328.3395,345.8999,2.83,8.64,search/p192.png,reference/p192.png,0,0.873799741268158,0.354339599609375,0.43090632392668143,0.43090632392668143,2
p193,D,dram_dense,dram,1,345.1566,684.2167,2.28,8.6,search/p193.png,reference/p193.png,0,0.8084250688552856,0.31846383213996887,0.44517687496096736,0.44517687496096736,4
p194,D,dram_loose,dram,1,712.7002,703.3399,-0.88,8.31,search/p194.png,reference/p194.png,0,0.8322532773017883,0.2031833529472351,0.25634361704559033,0.25634361704559033,3
p195,D,dram_wide,dram,1,383.5137,728.8773,1.6,8.1,search/p195.png,reference/p195.png,0,0.8665592074394226,0.30685847997665405,0.5281505277853777,0.5281505277853777,6
p196,D,dram_compact,dram,1,614.4037,613.7204,-0.32,9.17,search/p196.png,reference/p196.png,0,0.6805853247642517,0.20696210861206055,0.8258025490394326,0.8258025490394326,5
p197,D,dram_legacy,dram,1,306.1128,304.3562,0.16,9.15,search/p197.png,reference/p197.png,0,0.7802610397338867,0.28450489044189453,0.3736338849729762,0.3736338849729762,1
p198,D,finfet_10nm,finfet,1,517.0984,227.8152,-3.33,10.63,search/p198.png,reference/p198.png,0,0.5650254487991333,0.15960881114006042,0.5105228692233357,0.5105228692233357,3
p199,D,finfet_7nm,finfet,1,753.0498,721.0051,2.83,11.11,search/p199.png,reference/p199.png,0,0.5933019518852234,0.2069041132926941,0.6690336688089958,0.6690336688089958,4
